PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27
2.760787613813434,-5.941457449686962,-1.6345888711768832,-0.07863834672042826,5.2323330963337344,-1.3786079858189997,0.16578537220757053,-1.1218780361776053,-0.26059861858695116,-0.6979507943904072,1.8674679798666465,0.13335847019249672,0.8002711062595373,0.9821319101009733,-0.1636872983179307,0.9460779314232907,-0.24366929763525286,1.3075518159394999,-1.2314534742587817,0.07381625025601912,-0.4865980913329544,0.6302639892046644,-0.3793261066501934,-0.41615875197118024,-1.2879626315648323,-0.508313791090317,0.231827679935863
3.699182827146075,1.0802469090950255,1.4200893039901683,-1.99711325262053,-1.0360164882278726,-0.9342235137969559,2.1569806359550787,-0.13797452410529049,1.5287064121165495,1.3272081055106595,0.580447949636783,-2.2180737005051485,0.9727682291018858,1.5703493188806306,0.7713516569522052,0.5607568001768464,0.1942668615220741,-0.6659634278072653,-0.20664501155924822,2.189031438895503,1.25260058992529,0.9163746117683628,0.2895988474036432,-1.0167676686591283,0.9648260236833063,-0.6009770445695911,-1.063596072183268
-4.871000464263831,1.8982817009740642,0.3435404226291759,0.26027854205245027,-0.46038429090735006,0.4840766217438413,-0.043679781772511965,-0.6190037513074427,-0.7642415950275996,-0.08961450686449941,0.4552476388850386,0.6534236390786381,0.3025946974375514,0.1096251522845751,-0.12324546195776138,0.48912126070536527,-0.21495014122637962,0.5937756816686451,-0.07871403833027435,0.30399982068493425,0.16123359767934406,0.14022767932938385,-0.13566733216826288,-0.0967784656464056,-0.14699978262122582,-0.3863712222673852,0.36984435766771584
-5.036493585962639,1.7409626835460643,0.993126826414433,0.236613432830614,0.8179705001516367,-0.5662445455894177,0.15095462061344886,0.08963564221848942,-0.3644734155749418,-0.5054784550025122,-0.34204641215853254,-0.32937367711244303,0.07354211969793639,0.0969199127046705,-0.071827254264472,-0.20444906675876554,-0.16212660803047046,0.17660282613503542,0.12344248055537585,0.027269631371620903,0.04292307446181048,0.048959241061002245,0.447088661676739,-0.5087909382498879,-0.20043144083906755,-0.34527466865884165,-0.34537192653732873
-4.80767895567687,1.2071675808571998,0.4164985880400986,0.6076323717369151,1.3224558177003467,-0.35430434417064094,0.035746011730633236,0.3003156085911591,-0.2089392960109158,-0.45065261863698786,-0.4348652134534311,-0.20942409416496197,0.08848801920936578,0.13796522394665198,0.049923414214519526,-0.9314711884456356,0.15249672690000068,-0.2999760353941363,0.4449892068182741,-0.21411068857612575,0.25161721081583843,-0.33205637402991967,0.2095347981334258,-0.2021566460909672,0.303800003432498,0.13772876697871844,0.044412173059370466
1.3240839101086135,-3.4028770948526303,-4.172233732346565,0.8237726213347423,-0.6220784050419575,1.674069721032916,2.702790081550059,0.7729338789935661,-0.28614959846623567,-0.6374730344135475,0.5298031954546425,1.8067888742641156,0.35613304548663866,-0.07885293866617099,0.827738919992223,-0.5128693873904517,1.5702308144361927,0.12016016477559872,0.11011295406485927,0.3699623595789296,0.4905146996009561,-0.4771782930941758,0.28129520714432893,0.6125917549229131,-0.350020692638683,0.41791463663245026,-0.16635301024912355
5.0370341163345635,-5.047802322745616,-2.7470438112319338,0.5766830179884945,2.146805330240685,-1.620237729488899,0.07408440392473195,-0.8630458615789843,-1.7370686223164467,1.8673140843420657,0.6793330747608896,-2.6880071543211455,-2.557597991545573,0.22987243192646842,-0.09805482187628037,0.2628030811983379,2.1929172761053404,0.14465475663090563,-0.29636391301193615,-1.2595246425439923,-0.25894182602773913,0.6342596126626248,0.6196460036846206,-0.7267168564005725,0.16865887857622194,0.7037637780744959,-0.7281694105582549
-0.15946673087218755,3.050425926615424,-2.289286104090328,4.349299936360806,-2.4176167959914983,-2.182323345431125,-1.5442406827208042,-1.6626282410942332,-0.49058626172952197,-0.523031954069163,-0.8998779580972904,-0.42237748506029194,0.40034538017487004,-1.8167557650649035,2.2241276808916552,-0.2237975165991991,-1.4935390757944222,1.1705629475332586,-1.3026482829434056,-0.942342673761404,0.2592781350004054,0.2193578424453729,0.4602506751629344,0.7277679574395067,-0.9703665641154615,-0.6384243454072638,-0.5205718942548108
3.763784124830921,-6.67729590663375,2.134650103153431,3.6694416482728336,-1.6301865014174672,3.059233838568733,-0.2938125899985391,1.4324536448836875,-1.8479813432935872,0.5198626851837245,-0.356383661245023,-0.16865513543114025,0.8230703185229538,0.8205571608905158,-1.0758561312228334,-1.4291696456802045,-0.6857012257898945,0.023022175984963138,0.35471986914009423,0.9496967187084445,0.05091125983020255,0.4684547942751668,0.5130575646074919,-0.46977599805766157,-0.5115741990411126,-0.08893357351222773,1.3391137294742739
-1.3530597843854006,-1.027085950975032,-0.43770670295227204,-0.29308400021283026,0.7383594505212195,-0.6873176508182723,0.20154170343197705,-1.0803829600696582,1.087431417272145,-0.04079456753508676,-0.18454912880694357,-0.5416597594080046,0.5801523305064368,-0.10915042342435585,-0.6065204482231501,-0.8387498442415903,0.3411711906043942,-0.7539704396729003,-0.6654172834988709,0.2593660776948552,0.2704374308410305,-0.1568021778210287,0.3373072660941839,0.3355114291846289,0.7267928761957115,0.6663386154442843,-0.151102200111183
-2.000005166326435,0.48813509719232495,0.5983041050042106,-0.5170854915628574,-0.9484340242228769,-0.3387899121165137,0.7619059479195284,0.006085434911828254,0.9806357541396655,0.10409494644401046,-0.011602529651942665,-0.7749680621530671,-0.8056709104754762,0.9027890726298432,0.6510002882551139,0.10184124654886005,-0.4141966366456825,0.10595995143536213,-1.3539892037345658,0.20946255907876843,-1.2818027039668296,-0.2707322236768246,-0.520694198867311,0.011636107597318425,0.07324428338502104,-0.12411380748983905,0.33559630756664804
